ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Unid_por_Andar;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"49332";"Blossom Urban Habitat";"Hype";"";"";"";"Guilherme Ihlenfeldt";"Em construção";"57.86";"88.36";"541900";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"49";"";"";"3";"04/06/2023";"Blossom 49 unidades em torre única com elevador, térreo destinado a vagas de garagem e sete andares de apartamentos. A torre com 12 áreas de lazer. As opções de apartamentos incluem Studio, 2 quartos ";"";"13";"";"";"";"Blossom_Urban_Habitat_Tabela_tabela_blossom_urban_habitat_abril_2026.pdf";"https://www.orulo.com.br/buildings/49332"
"49833";"House Ecoville";"CGL";"";"";"";"José Américo Tizoni";"Em construção";"197.95";"198.29";"1563520";"";"";"";"";"";"José Fernando Rodrigues";"(41) 99938-3085";"rodrigues@cgl.com.br";"(41) 99938-3085";"4";"4";"35";"";"";"10";"01/10/2023";"Um condomínio de casas que conecta a natureza do bairro com o melhor do alto design. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"House_Ecoville_Tabela_tabela_house_ecoville_marco_2026.pdf";"https://www.orulo.com.br/buildings/49833"
"49912";"Nillo";"Tricon";"";"";"";"Nilo Peçanha";"Em construção";"52.16";"69.25";"686000";"";"";"";"";"";"Construtora Tricon";"(41) 98701-3475";"comercial@construtoratricon.com.br";"(41) 98701-3475";"4";"";"26";"";"";"6";"01/10/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Nillo_Tabela_tabela_nillo_abril_2026.pdf";"https://www.orulo.com.br/buildings/49912"
"50108";"Aurea 777";"Opera Prima";"";"";"";"Princesa Izabel";"Em construção";"134.77";"134.77";"2399000";"";"";"";"";"";"Jeison Mattos";"(41) 99161-6893";"vendas@construtoraoperaprima.com.br";"(41) 99161-6893";"4";"4";"18";"";"";"5";"01/11/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Aurea_777_Tabela_tabela_aurea_777_marco_2026.pdf";"https://www.orulo.com.br/buildings/50108"
"50112";"Moní";"AGL";"";"";"";"João Gualberto";"Em construção";"26.87";"91.78";"397198.45";"";"";"";"";"";"Matheus Regazzo Vieira";"(41) 99877-0540";"matheus@altma.com.br";"(41) 99877-0540";"4";"4";"123";"";"";"24";"11/11/2023";"Essencial é estar perto. Você precisa conhecer o novo jeito de morar, confortável e inteligente, que está chegando no Alto da Glória em Curitiba! Um residencial singular que vai transformar o conceito";"";"2";"";"";"";"Mon_Tabela_tabela_moni_marco_2026.pdf";"https://www.orulo.com.br/buildings/50112"
"50579";"LIV.IN";"Prestes";"";"";"";"Luiz Ronaldo Canalli";"Em construção";"57.76";"66.91";"597589.59";"";"";"";"";"";"Ana Paula Barbosa ";"(41) 99821-1378";"ana.dias@prestes.com";"(41) 99821-1378";"";"";"128";"";"";"65";"01/11/2023";"Sua vida é singular. Por que seu lar não seria? Afinal, é no lugar chamado de “seu” em que você encontra refúgio e se reconecta com o que realmente importa. Seja bem-vindo ao Liv.In: um espaço criado ";"";"2";"";"";"";"LIVIN_Tabela_tabela_liv.in_abril_2026.pdf";"https://www.orulo.com.br/buildings/50579"
"51058";"Oká Bacacheri";"CGL";"";"";"";"Amadeu Assad Yassim";"Em construção";"211.35";"247.3";"1550000";"";"";"";"";"";"José Fernando Rodrigues";"(41) 99938-3085";"rodrigues@cgl.com.br";"(41) 99938-3085";"4";"4";"23";"";"";"11";"01/10/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Ok_Bacacheri_Tabela_tabela_oka_bacacheri_marco_2026.pdf";"https://www.orulo.com.br/buildings/51058"
"51700";"Hera Botânica";"De Domit";"";"";"";"Presidente Affonso Camargo";"Em construção";"60.06";"107.09";"698800";"";"";"";"";"";"Marcos Celles";"(41) 98831-4834";"plataformaconstrutoras@gmail.com";"(41) 98831-4834";"";"";"120";"";"";"10";"01/12/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Hera_Botnica_Tabela_tabela_hera_botanica_marco_2026.pdf";"https://www.orulo.com.br/buildings/51700"
"51761";"Horizon Ecoville";"Plaenge PR";"";"";"";"Professor Pedro Viriato Parigot de Souza";"Em construção";"119.5";"119.56";"1734210";"";"";"";"";"";"Vandrei Tesser";"(41) 9619-9752";"";"(41) 9619-9752";"";"";"86";"";"";"42";"01/12/2023";"O projeto do Horizon apresenta uma leitura contemporânea do que é a casa brasileira. A fachada, de um minimalismo elegante, valoriza o seu entorno, no Ecoville, enquanto as áreas de convivência são pe";"";"2";"";"";"";"Horizon_Ecoville_Tabela_tabela_horizon_ecoville_marco_2026.pdf";"https://www.orulo.com.br/buildings/51761"
"51859";"Aya - Residencial";"Blue";"";"";"";"Emiliano Perneta";"Em construção";"39.2";"54.54";"649011.6";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"533";"";"";"36";"18/10/2023";"Aya Residences é um empreendimento conectado ao seu tempo, que inspira liberdade, relações e emoções. Uma arquitetura que vai além da forma e transforma a casa em um templo de bem-estar, abrindo espaç";"";"10";"";"Aya_-_Residencial_Book_Book_aya_-_residencial_2.pdf";"";"Aya_-_Residencial_Tabela_tabela_aya_-_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/51859"
"51913";"Avvio";"Tricon";"";"";"";"Professor Álvaro Jorge";"Em construção";"59.42";"65.53";"799000";"";"";"";"";"";"Construtora Tricon";"(41) 98701-3475";"comercial@construtoratricon.com.br";"(41) 98701-3475";"4";"";"22";"";"";"5";"15/12/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"4";"";"";"";"Avvio_Tabela_tabela_avvio_abril_2026.pdf";"https://www.orulo.com.br/buildings/51913"
"51945";"Mantiqueira";"Quest Construtora";"";"";"";"Paulo Friebe";"Em construção";"48.64";"103.13";"478000";"";"";"";"";"";"Pedro Petenuce Neto";"(41) 99531-0333";"pedro.neto@imobiliariaquest.com.br";"(41) 99531-0333";"4";"4";"42";"";"";"25";"20/09/2023";"Tranquilidade para aproveitar cada dia. Diversão para alegrar cada momento. Espaço para transformar seus maiores projetos em realidade. Uma vida mais leve, prática e aconchegante espera por você em um";"";"2";"";"";"";"Mantiqueira_Tabela_tabela_mantiqueira_abril_2026.pdf";"https://www.orulo.com.br/buildings/51945"
"52020";"Qoya Residence Curio Collection by Hilton";"Piemonte PR";"";"";"";"Buenos Aires";"Em construção";"36.43";"166.25";"738179";"";"";"";"";"";"Rogério Rodrigues ";"(41) 9289-1282";"rogerio.rodrigues@piemonte.com.br";"(41) 9289-1282";"4";"";"127";"";"";"42";"01/10/2023";"Um jeito único de morar. No centro de tudo. Em um projeto cheio de alma, conecte-se com a essência do bem viver. Chame de casa o que o mundo todo chama de luxo. Toda a excelência dos serviços presente";"";"3";"";"";"";"Qoya_Residence_Curio_Collection_by_Hilto_Tabela_tabela_qoya_residence_curio_collection_by_hilton_marco_2026.pdf";"https://www.orulo.com.br/buildings/52020"
"52282";"Augen";"Pride";"";"";"";"Monsenhor Ivo Zanlorenzi";"Em construção";"66.72";"69.17";"917300";"";"";"";"";"";"Caroline Bakaus";"(41) 98788-4381";"caroline.silva@construtorapride.com.br";"(41) 98788-4381";"5";"1.75";"72";"";"";"4";"01/12/2023";"O Augen une estilo e exclusividade na melhor região do Ecoville em Curitiba! Seus apartamentos de 2 ou 3 quartos com suíte e até 2 vagas de garagem integram-se a espaços que remetem a uma galeria de a";"";"3";"";"";"";"Augen_Tabela_tabela_augen_abril_2026.pdf";"https://www.orulo.com.br/buildings/52282"
"52284";"Zait";"Pride";"";"";"";"Brigadeiro Franco";"Em construção";"31.03";"107.86";"485200";"";"";"";"";"";"Caroline Bakaus";"(41) 98788-4381";"caroline.silva@construtorapride.com.br";"(41) 98788-4381";"5";"1.75";"68";"";"";"27";"01/12/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Zait_Tabela_tabela_zait_abril_2026.pdf";"https://www.orulo.com.br/buildings/52284"
"52288";"Noa";"Paysage Corpal PR";"";"";"";"de Santa Cândida";"Em construção";"151.92";"317.88";"472573.45";"";"";"";"";"";"Maykol Irala";"(41) 9270-5163";"maykol.irala@paysagecorpal.com.br";"(41) 9270-5163";"";"";"58";"";"";"6";"30/11/2023";"Aqui um novo sonho, um condomínio, um refúgio onde o céu e a terra se unem para criar a sua própria harmonia. Inspirado nas raízes de uma nova vida e nas cores da bluehour, cada passo em seu futuro la";"";"3";"";"";"";"Noa_Tabela_tabela_noa_marco_2026.pdf";"https://www.orulo.com.br/buildings/52288"
"53143";"Hike";"Auten";"";"";"";"Estados Unidos";"Em construção";"64.09";"181.68";"699700";"";"";"";"";"";"Mateus Dias";"(41) 98886-8393";"mateus@autenincorporadora.com.br";"(41) 98886-8393";"4";"4";"45";"";"";"17";"25/06/2024";"Hike representa uma oportunidade rara de morar em um dos 45 imóveis únicos, cada um projetado para oferecer uma experiência de vida inigualável. Preço e disponibilidade do imóvel sujeitos a alteração ";"";"2";"";"";"";"Hike_Tabela_tabela_hike_marco_2026.pdf";"https://www.orulo.com.br/buildings/53143"
"53174";"Lior";"Piemonte PR";"";"";"";"Fausto Nascimento Bittencourt";"Em construção";"72.05";"161.4";"1110460";"";"";"";"";"";"Rogério Rodrigues ";"(41) 9289-1282";"rogerio.rodrigues@piemonte.com.br";"(41) 9289-1282";"4";"";"35";"";"";"8";"01/02/2024";"Em um novo lugar, encontre um momento para relaxar e perceber o redor. Para ser e estar presente. Inspire… Respire… E deixe a vida acontecer, em um tempo todo seu. Um refúgio a céu aberto, abrigado pe";"";"2";"";"";"";"Lior_Tabela_tabela_lior_marco_2026.pdf";"https://www.orulo.com.br/buildings/53174"
"53204";"Terrasse Infini - Residencial";"Terrasse";"";"";"";"República Argentina";"Em construção";"78.33";"113.67";"1020000";"";"";"";"";"";"Terrasse";"(41) 3254-4567";"contato@terrasse.com.br";"(41) 3254-4567";"4";"";"105";"";"";"39";"01/12/2023";"Situado no charmoso bairro Água Verde em Curitiba, o Terrasse Infini se destaca como um condomínio de torre única, proporcionando uma variedade de apartamentos com 2 ou 3 quartos. A concepção arquitet";"";"2";"";"";"";"Terrasse_Infini_-_Residencial_Tabela_tabela_terrasse_infini_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/53204"
"53206";"Terrasse Infini - Comercial";"Terrasse";"";"";"";"República Argentina";"Em construção";"46.68";"72.28";"556000";"";"";"";"";"";"Terrasse";"(41) 3254-4567";"contato@terrasse.com.br";"(41) 3254-4567";"4";"";"16";"";"";"6";"01/12/2023";"Situado no charmoso bairro Água Verde em Curitiba, o Terrasse Infini se destaca como um condomínio de torre única, proporcionando uma variedade de apartamentos com 2 ou 3 quartos. A concepção arquitet";"";"2";"";"";"";"Terrasse_Infini_-_Comercial_Tabela_tabela_terrasse_infini_-_comercial_abril_2026.pdf";"https://www.orulo.com.br/buildings/53206"
"53406";"Mantra";"Porto Camargo";"";"";"";"Jaime Balão";"Em construção";"92.68";"252.54";"1158570";"";"";"";"";"";"Nicole Oliveira";"(41) 99957-1040";"suportecomercial1@portocamargo.com.br";"(41) 99957-1040";"4";"";"15";"";"";"11";"19/09/2024";"Acreditamos na força do pensamento. Melhor ainda se este pensamento for positivo. Quando desejamos muito alguma coisa boa, basta direcionarmos todas as nossas energias para este objetivo. Isso vira no";"";"6";"";"Mantra_Book_Book_mantra_2.pdf";"";"Mantra_Tabela_tabela_mantra_marco_2026.pdf";"https://www.orulo.com.br/buildings/53406"
"53962";"Aura";"RZilli PR";"";"";"";"Coronel Brasilino Moura";"Em construção";"115.57";"283.89";"1392800";"";"";"";"";"";"Marcos Celles";"(41) 98831-4834";"plataformaconstrutoras@gmail.com";"(41) 98831-4834";"4";"";"61";"";"";"45";"01/03/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Aura_Tabela_tabela_aura_marco_2026.pdf";"https://www.orulo.com.br/buildings/53962"
"53963";"Vittace Bosque - Fase 2";"Prestes";"";"";"";"José Rodrigues Pinheiro";"Em construção";"44.17";"58.07";"369612";"";"";"";"";"";"Ana Paula Barbosa ";"(41) 99821-1378";"ana.dias@prestes.com";"(41) 99821-1378";"";"";"192";"";"";"8";"01/06/2024";"Para quem busca tranquilidade e estar próximo a natureza o Vittace Bosque é o lugar ideal para fazer morada. Você e sua família terão tranquilidade para viver e curtir cada momento com a garantia de r";"";"2";"";"";"";"Vittace_Bosque_-_Fase_2_Tabela_tabela_vittace_bosque_-_fase_2_abril_2026.pdf";"https://www.orulo.com.br/buildings/53963"
"53966";"Hit Home";"Blue";"";"";"";"da Glória";"Em construção";"26.73";"53.51";"379795.9";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"120";"";"";"4";"01/02/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"18";"";"Hit_Home_Book_Book_hit_home_2.pdf";"";"Hit_Home_Tabela_tabela_hit_home_marco_2026.pdf";"https://www.orulo.com.br/buildings/53966"
"54051";"Atlân";"GT Building";"";"";"";"Doutor Alexandre Gutierrez";"Em construção";"90.75";"267.85";"1876440";"";"";"";"";"";"Leila Regina";"(41) 99186-1135";"leila.kuns@gtbuilding.com.br";"(41) 99186-1135";"4";"3";"60";"";"";"15";"31/01/2024";"Onde a elegância e a sustentabilidade habitam lado a lado. Um empreendimento que neutralizará todo o carbono gerado em sua obra e que foi concebido para oferecer o perfeito equilíbrio entre o morar co";"";"3";"";"";"Atln_Folder_Folder_atlan.pdf";"Atln_Tabela_tabela_atlan_abril_2026.pdf";"https://www.orulo.com.br/buildings/54051"
"54115";"Poty";"Martelli";"";"";"";"Barão do Serro Azul";"Em construção";"30.8";"30.8";"541140.37";"";"";"";"";"";"Gomes";"(41) 99901-2629";"gomes_comercia@lmartelliconstrucoes.com.br";"(41) 99901-2629";"4";"4";"120";"";"";"1";"01/02/2024";"Espaços projetados para acompanhar a rotina da vida moderna. As áreas privativas foram desenhadas para seguir o ritmo contemporâneo, se adaptando a diferentes estilos de vida, mas que tenham em comum ";"";"2";"";"";"";"Poty_Tabela_tabela_poty_marco_2026.pdf";"https://www.orulo.com.br/buildings/54115"
"54768";"Galeria Hype Casa Nativa";"Hype";"";"";"";"José de Alencar";"Em construção";"70.23";"107.95";"892278.48";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"42";"";"";"24";"11/03/2024";"Galeria 42 unidades em torre única, distribuídas em sete andares de apartamentos, incluindo coberturas, além 15 áreas compartilhadas. As unidades oferecem a opção de uma ou duas vagas de garagem e, em";"";"12";"";"";"";"Galeria_Hype_Casa_Nativa_Tabela_tabela_galeria_hype_casa_nativa_abril_2026.pdf";"https://www.orulo.com.br/buildings/54768"
"54810";"Ambar";"CGL";"";"";"";"Antônio Escorsin";"Em construção";"251.8";"264.49";"2804125.38";"";"";"";"";"";"José Fernando Rodrigues";"(41) 99938-3085";"rodrigues@cgl.com.br";"(41) 99938-3085";"4";"4";"38";"";"";"12";"01/05/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Ambar_Tabela_tabela_ambar_marco_2026.pdf";"https://www.orulo.com.br/buildings/54810"
"54968";"Terrasse Joie";"Terrasse";"";"";"";"Jovino do Rosário";"Em construção";"68.92";"161.21";"854000";"";"";"";"";"";"Terrasse";"(41) 3254-4567";"contato@terrasse.com.br";"(41) 3254-4567";"4";"";"82";"";"";"37";"01/01/2024";"Situado no bairro Boa Vista em Curitiba, o Terrasse Joie se destaca como um condomínio com área de lazer completa, proporcionando uma variedade de apartamentos com 2 ou 3 quartos. A concepção arquitet";"";"1";"";"";"";"Terrasse_Joie_Tabela_tabela_terrasse_joie_abril_2026.pdf";"https://www.orulo.com.br/buildings/54968"
"54971";"Elysium";"Silicon Engenharia";"";"";"";"Silva Jardim";"Em construção";"121.54";"346.68";"2049149.62";"";"";"";"";"";"Marcelo Mansano";"41 9833-4679";"";"41 9833-4679";"4";"";"29";"";"";"16";"01/02/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Elysium_Tabela_tabela_elysium_marco_2026.pdf";"https://www.orulo.com.br/buildings/54971"
"55054";"Villa Boreal";"3S Incorporadora";"";"";"";"Bororós";"Em construção";"107.3";"325";"1566183.71";"";"";"";"";"";"Rafael";"(41) 99699-8216";"";"(41) 99699-8216";"";"";"29";"";"";"6";"01/04/2024";"Viva com distinção e personalidade em um dos mais valiosos terrenos da região. No melhor e mais elevado terreno face Norte na divisa entre Vila Izabel e Água Verde nasce um projeto contemporâneo, dese";"";"4";"";"";"Villa_Boreal_Folder_Folder_villa_boreal_2.pdf | Villa_Boreal_Folder_Folder_villa_boreal_2.pdf";"Villa_Boreal_Tabela_tabela_villa_boreal_marco_2026.pdf";"https://www.orulo.com.br/buildings/55054"
"55298";"Mova WF";"Weefor";"";"";"";"Sete de Setembro";"Em construção";"130.44";"215.3";"2079681.72";"";"";"";"";"";"Alexandre Mello";"(41) 98740-2658";"plataforma@weefor.com.br";"(41) 98740-2658";"4";"";"28";"";"";"12";"01/04/2024";"O MOVA.WF é resultado do Segundo Aberto de Arquitetura Weefor ARQ, e foi selecionado entre 104 inscritos de 12 diferentes estados brasileiros. A curadoria dos projetos foi feita a partir de uma banca ";"";"4";"";"Mova_WF_Book_Book_mova_wf_2.pdf";"";"Mova_WF_Tabela_tabela_mova_wf_marco_2026.pdf";"https://www.orulo.com.br/buildings/55298"
"55356";"Galliano 250";"Medieval";"";"";"";"Antônio Escorsin";"Em construção";"227.08";"295.05";"2380000";"";"";"";"";"";"Thiago";"(41) 98705-5521";"thiago@construtoraehg.com";"(41) 98705-5521";"5";"";"24";"";"";"5";"01/09/2023";"As residências foram cuidadosamente projetadas para aproveitar ao máximo o ambiente único da propriedade. Os quartos estão cheios de luz e as vistas são projetadas para contemplar a paisagem exuberant";"";"2";"";"Galliano_250_Book_Book_galliano_250.pdf";"";"Galliano_250_Tabela_tabela_galliano_250_marco_2026.pdf";"https://www.orulo.com.br/buildings/55356"
"55411";"My Place Jardim Botânico by Helbor - Fase 2";"Helbor PR";"";"";"";"João Dranka";"Em construção";"33.2";"74.6";"370000";"";"";"";"";"";"Zeca";"(41) 99653-4894";"expertimoveis10@gmail.com";"(41) 99653-4894";"4";"";"155";"";"";"43";"01/02/2024";"Tenha o Jardim Botânico como se quintal. As ruas ao redor do Jardim Botânico são conhecidas por serem silenciosas e calmas. Promovem um ambiente ideal para quem busca viver seus dias com mais tranquil";"";"2";"";"";"";"My_Place_Jardim_Botnico_by_Helbor_-_Fase_Tabela_tabela_my_place_jardim_botanico_by_helbor_-_fase_2_marco_2026.pdf";"https://www.orulo.com.br/buildings/55411"
"55584";"Nest";"Vanguard PR";"";"";"";"Almirante Tamandaré";"Em construção";"84.03";"216.93";"1095721.1";"";"";"";"";"";"Alexandre Santos";"(41) 98738-2069";"";"(41) 98738-2069";"";"";"92";"";"";"23";"23/03/2024";"Arquitetura que acolhe, que encanta através de espaços que abrigam memórias, que nos conecta a tudo aquilo que nos faz bem. Uma experiência ampla de morar, definida de forma simples, em uma palavra: c";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/55584"
"55779";"B41";"ALTMA";"";"";"";"Imaculada Conceição";"Em construção";"30.51";"35";"530393.09";"";"";"";"";"";"Matheus Vieira";"(41) 99877-0540";"matheus@altma.com.br";"(41) 99877-0540";"4";"4";"183";"";"";"9";"09/05/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"B41_Tabela_tabela_b41_marco_2026.pdf";"https://www.orulo.com.br/buildings/55779"
"56173";"Nizza";"Piemonte PR";"";"";"";"Carmelo Rangel";"Em construção";"136";"214.48";"3005540";"";"";"";"";"";"Rogério Rodrigues ";"(41) 9289-1282";"rogerio.rodrigues@piemonte.com.br";"(41) 9289-1282";"4";"";"21";"";"";"11";"28/03/2024";"Um lugar para transformar momentos em memórias especiais. Para viver uma história singular e extrair o melhor que a vida pode oferecer. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso";"";"2";"";"";"";"Nizza_Tabela_tabela_nizza_marco_2026.pdf";"https://www.orulo.com.br/buildings/56173"
"56354";"Ágon Residence";"Plaenge PR";"";"";"";"Professor Assis Gonçalves";"Em construção";"129.59";"135.91";"1992410";"";"";"";"";"";"Vandrei Tesser";"(41) 9619-9752";"";"(41) 9619-9752";"";"";"61";"";"";"4";"20/04/2024";"Um projeto contemporâneo, que evoca modernidade e refinamento, se une à tranquilidade e segurança do bairro Água Verde, com a infraestrutura completa de uma das regiões mais valorizadas de Curitiba. P";"";"2";"";"";"";"gon_Residence_Tabela_tabela_agon_residence_marco_2026.pdf";"https://www.orulo.com.br/buildings/56354"
"56489";"Connect XV";"Endeal Engenharia";"";"";"";"Ubaldino do Amaral";"Em construção";"27.05";"46.97";"306428.5";"";"";"";"";"";"Josiane";"(41) 99792-3637";"financeiro1@endeal.com.br";"(41) 99792-3637";"";"";"93";"";"";"20";"28/05/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Connect_XV_Tabela_tabela_connect_xv_marco_2026.pdf";"https://www.orulo.com.br/buildings/56489"
"56706";"Blanc de Rouge";"Equilíbrio";"";"";"";"Campos Sales";"Em construção";"154.19";"215.18";"2600229.9";"";"";"";"";"";"Central de Vendas";"(41) 99800-0444";"marketing@equilibrio.eng.br";"(41) 99800-0444";"4";"";"40";"";"";"22";"28/04/2024";"O estilo de vida de uma das regiões mais charmosas da cidade, com a exclusividade de um empreendimento único. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Blanc_de_Rouge_Tabela_tabela_blanc_de_rouge_abril_2026.pdf";"https://www.orulo.com.br/buildings/56706"
"56756";"Lange";"GT Building";"";"";"";"Visconde de Guarapuava";"Em construção";"25";"93";"614780";"";"";"";"";"";"Leila Regina";"(41) 99186-1135";"leila.kuns@gtbuilding.com.br";"(41) 99186-1135";"4";"3";"273";"";"";"54";"15/06/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"Lange_Folder_Folder_lange.pdf";"Lange_Tabela_tabela_lange_abril_2026.pdf";"https://www.orulo.com.br/buildings/56756"
"56884";"Kóra";"AGL";"";"";"";"Francisco Frischmann";"Em construção";"81.4";"118.3";"1051182.26";"";"";"";"";"";"Matheus Regazzo Vieira";"(41) 99877-0540";"matheus@altma.com.br";"(41) 99877-0540";"4";"4";"84";"";"";"47";"03/06/2024";"Na vanguarda do design, a arquitetura contemporânea transcende os limites convencionais, combinando sofisticação com uma atmosfera acolhedora. Ao mesmo tempo, esses espaços acolhem os habitantes com u";"";"2";"";"";"";"Kra_Tabela_tabela_kora_marco_2026.pdf";"https://www.orulo.com.br/buildings/56884"
"56943";"Guaraúna";"Giacomazzi";"";"";"";"Barão de Guaraúna";"Em construção";"210";"283";"3950000";"";"";"";"";"";"Andrei Giacomazzi/Danusa Cocenço";"(41) 98845-5339";"falecom@giacomazzi.com.br";"(41) 98845-5339";"4";"";"8";"";"";"2";"01/06/2024";"Um lugar preparado para proteger seus melhores planos. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Guarana_Tabela_tabela_guarauna_abril_2026.pdf";"https://www.orulo.com.br/buildings/56943"
"56949";"Stone Urban Habitat";"Hype";"";"";"";"João Bonat";"Em construção";"70.91";"72.03";"669687.28";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"70";"";"";"3";"01/04/2024";"Stone 70 unidades em torre única, com um elevador e vagas de garagem no térreo. O edifício possui sete andares de apartamentos e uma cobertura com área de lazer. São 9 áreas de lazer, proporcionando c";"";"14";"";"";"";"Stone_Urban_Habitat_Tabela_tabela_stone_urban_habitat_abril_2026.pdf";"https://www.orulo.com.br/buildings/56949"
"57072";"Aura";"Gongra Construtora";"";"";"";"Bom Jesus";"Em construção";"123.13";"167.9";"1938612";"";"";"";"";"";"Fernanda";"(41) 3366-2717";"engenharia@gongra.com.br";"(41) 3366-2717";"4";"2";"21";"";"";"11";"01/04/2024";"Um convite para redefinir seu estilo de vida. Oferecemos um ambiente harmonioso e inspirador para cada momento do seu dia. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"";"";"Aura_Tabela_tabela_aura_marco_2026.pdf";"https://www.orulo.com.br/buildings/57072"
"57124";"Core Faivre";"Gadens";"";"";"";"Doutor Faivre";"Em construção";"18.85";"37.51";"299396.86";"";"";"";"";"";"Rafael Zaninetti (Coordenador de Vendas)";"(41) 99968-1854";"rafael@gadens.com.br";"(41) 99968-1854";"4";"4";"238";"";"";"33";"01/05/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"5";"Core_Faivre_Apresentação_Apresentacao_core_faivre_2.pdf";"";"";"Core_Faivre_Tabela_tabela_core_faivre_abril_2026.pdf";"https://www.orulo.com.br/buildings/57124"
"57358";"Novo Prado Araucária";"Blue";"";"";"";"Aluízio Finzetto";"Em construção";"45.68";"56.37";"425179.15";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"176";"";"";"62";"01/05/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"9";"";"Novo_Prado_Araucria_Book_Book_novo_prado_araucaria_2.pdf";"";"Novo_Prado_Araucria_Tabela_tabela_novo_prado_araucaria_marco_2026.pdf";"https://www.orulo.com.br/buildings/57358"
